,unique_identifier,PaperId,Doi
416,10.1177/1740774518778027,2787427995,10.1177/1740774518778027
417,10.1177/1747493017711943,2624255139,10.1177/1747493017711943
418,10.1177/2050312113520152,2150638385,10.1177/2050312113520152
419,10.1177/2055102917729542,2756250359,10.1177/2055102917729542
420,10.1177/2158244011428159,2155634275,10.1177/2158244011428159
421,10.1177/2158244012446995,2117731526,10.1177/2158244012446995
422,10.1177/2158244013490701,2150819464,10.1177/2158244013490701
423,10.1177/2158244014548849,2108284493,10.1177/2158244014548849
424,10.1177/2158244014551713,1981542270,10.1177/2158244014551713
425,10.1177/2158244015577664,2092276033,10.1177/2158244015577664
426,10.1177/2158244016658086,2490933039,10.1177/2158244016658086
427,10.1289/ehp.10764,1986184056,10.1289/ehp.10764
428,10.1370/afm.25,2124000742,10.1370/afm.25
429,bbk-167,,
430,bbk-174,,
431,bbk-177,,
432,bbk-54,,
433,10.1001/archpedi.159.2.167,2131449577,10.1001/archpedi.159.2.167
434,10.1001/jama.282.23.2227,2065856437,10.1001/jama.282.23.2227
435,10.1073/pnas.60.3.928,2003707229,10.1073/pnas.60.3.928
436,10.1093/aje/kwn213,2162207919,10.1093/aje/kwn213
437,10.1093/gerona/57.3.M181,2100576147,10.1093/gerona/57.3.M181
438,10.1093/geronb/62.4.S209,2149069878,10.1093/geronb/62.4.S209
439,10.1093/geronb/gbr091,2118949074,10.1093/geronb/gbr091
440,10.1097/OLQ.0b013e31816b3219,1973292330,10.1097/OLQ.0b013e31816b3219
441,10.1146/annurev.publhealth.24.100901.140847,2155040448,10.1146/annurev.publhealth.24.100901.140847
442,10.1177/147470490400200119,2215162081,10.1177/147470490400200119
443,10.1177/147470490800600316,2185638640,10.1177/147470490800600316
444,10.1177/2053019617725537,2746179850,10.1177/2053019617725537
445,10.1177/2053951717702409,2609578406,10.1177/2053951717702409
446,10.1177/2055102915581563,2121562317,10.1177/2055102915581563
447,10.1177/2158244014536742,2181098802,10.1177/2158244014536742
448,10.1177/2158244015584236,2196469176,10.1177/2158244015584236
449,10.1177/2158244016686150,2570471336,10.1177/2158244016686150
450,10.1177/2158244017701975,2606520319,10.1177/2158244017701975
451,10.1210/jc.2004-1765,2045913083,10.1210/jc.2004-1765
452,10.1289/ehp.9716,2046259631,10.1289/ehp.9716
453,10.2337/diacare.28.8.1981,2101065836,10.2337/diacare.28.8.1981
454,bbk-271,,
455,bbk-84,,
456,10.1001/archgenpsychiatry.2011.2277,2001620133,10.1001/archgenpsychiatry.2011.2277
457,10.1001/jama.281.11.1019,2162006363,10.1001/jama.281.11.1019
458,10.1073/pnas.1714616114,2778127139,10.1073/pnas.1714616114
459,10.1093/aje/kwf106,2110811025,10.1093/aje/kwf106
460,10.1093/aje/kwp097,2133365026,10.1093/aje/kwp097
461,10.1093/aje/kwq156,2163393719,10.1093/aje/kwq156
462,10.1093/geronb/63.5.S269,2163102838,10.1093/geronb/63.5.S269
463,10.1093/geront/45.1.90,2148589349,10.1093/geront/45.1.90
464,10.1097/01.aids.0000196176.65551.a3,2110202983,10.1097/01.aids.0000196176.65551.a3
465,10.1111/j.1365-2796.2003.01211.x,2082678426,10.1111/j.1365-2796.2003.01211.x
466,10.1177/1098612X17715153,2652011323,10.1177/1098612X17715153
467,10.1177/1470320313481837,2157700550,10.1177/1470320313481837
468,10.1177/1470320316663327,2523072775,10.1177/1470320316663327
469,10.1177/1474704915613912,2237086634,10.1177/1474704915613912
470,10.1177/2041669517720808,2738724537,10.1177/2041669517720808
471,10.1177/2158244012465763,2034185414,10.1177/2158244012465763
472,10.1177/2158244013497027,2112215824,10.1177/2158244013497027
473,10.1177/2158244014525422,2117187616,10.1177/2158244014525422
474,10.1177/2158244014542776,2164143119,10.1177/2158244014542776
475,10.1177/2158244016635716,2298214666,10.1177/2158244016635716
476,10.1177/2158244017707796,2616051103,10.1177/2158244017707796
477,10.1186/1471-2458-8-383,2022020835,10.1186/1471-2458-8-383
478,10.1377/hlthaff.2010.1210,2113539519,10.1377/hlthaff.2010.1210
479,10.1377/hlthaff.22.4.154,2153245945,10.1377/hlthaff.22.4.154
480,10.2337/dc10-2161,2167400331,10.2337/dc10-2161
481,10.2337/diacare.24.2.257,2112972371,10.2337/diacare.24.2.257
482,10.3390/children4020014,2590043193,10.3390/children4020014
483,10.4054/DemRes.2003.S1.9,2140635258,10.4054/DemRes.2003.S1.9
484,bbk-308,,
485,10.1001/archgenpsychiatry.2011.120,2105640642,10.1001/archgenpsychiatry.2011.120
486,10.1001/archpedi.160.1.25,1965113949,10.1001/archpedi.160.1.25
487,10.1001/archpedi.160.4.375,2034960439,10.1001/archpedi.160.4.375
488,10.1002/art.22912,2020878076,10.1002/art.22912
489,10.1017/thg.2012.68,2154718895,10.1017/thg.2012.68
490,10.1038/oby.2005.153,2068484397,10.1038/oby.2005.153
491,10.1068/i0480,2000948966,10.1068/i0480
492,10.1073/pnas.0709487104,2087653493,10.1073/pnas.0709487104
493,10.1073/pnas.1008279108,2138756169,10.1073/pnas.1008279108
494,10.1093/gerona/60.4.466,2161427306,10.1093/gerona/60.4.466
495,10.1093/ije/dyu179,2126275436,10.1093/ije/dyu179
496,10.1097/00005176-198411000-00023,1991340269,10.1097/00005176-198411000-00023
497,10.1097/00007435-200406000-00010,2090493592,10.1097/00007435-200406000-00010
498,10.1111/j.1467-9787.2009.00627.x,2047174048,10.1111/j.1467-9787.2009.00627.x
499,10.1136/ip.6.4.263,2145974447,10.1136/ip.6.4.263
500,10.1177/0046958015602666,2121394189,10.1177/0046958015602666
501,10.1177/1468796817723682,2742279177,10.1177/1468796817723682
502,10.1177/1474704915613909,2200669250,10.1177/1474704915613909
503,10.1177/1478210317743648,2773786067,10.1177/1478210317743648
504,10.1177/2158244012472686,2124578560,10.1177/2158244012472686
505,10.1177/2158244013505756,2143348863,10.1177/2158244013505756
506,10.1177/2158244016685136,2599270574,10.1177/2158244016685136
507,10.1177/2158244017739070,2765837061,10.1177/2158244017739070
508,10.1377/hlthaff.27.2.350,2120161853,10.1377/hlthaff.27.2.350
509,10.15171/ijer.2017.02,2610989703,10.15171/ijer.2017.02
510,10.2337/dc07-0931,2043215183,10.2337/dc07-0931
511,bbk-348,,
512,10.1001/archpsyc.61.4.403,2136647963,10.1001/archpsyc.61.4.403
513,10.1002/eat.20451,2044093939,10.1002/eat.20451
514,10.1042/AN20120075,2006840691,10.1042/AN20120075
515,10.1093/geronb/57.6.S324,2169568980,10.1093/geronb/57.6.S324
516,10.1177/0046958016686449,2583254566,10.1177/0046958016686449
517,10.1177/0300060515583707,2240499496,10.1177/0300060515583707
518,10.1177/1468018115599821,1255634867,10.1177/1468018115599821
519,10.1177/1470320312459976,2156603763,10.1177/1470320312459976
520,10.1177/1470320316664611,2526767049,10.1177/1470320316664611
521,10.1177/147470491000800211,2324036199,10.1177/147470491000800211
522,10.1177/1756284818771674,2800741817,10.1177/1756284818771674
523,10.1177/2041669517712724,2707429165,10.1177/2041669517712724
524,10.1177/2059799117745781,2780024179,10.1177/2059799117745781
525,10.1177/2158244011434102,2117112248,10.1177/2158244011434102
526,10.1177/2158244014535411,2108171122,10.1177/2158244014535411
527,10.1177/2158244014561210,2271900787,10.1177/2158244014561210
528,10.1177/2158244015611714,2281983807,10.1177/2158244015611714
529,10.1177/2158244015621954,2521887597,10.1177/2158244015621954
530,10.1177/2378023115617168,2270996357,10.1177/2378023115617168
531,10.1370/afm.1502,2159850610,10.1370/afm.1502
532,10.1377/hlthaff.16.4.223,2032473535,10.1377/hlthaff.16.4.223
533,10.1377/hlthaff.21.2.245,2099808334,10.1377/hlthaff.21.2.245
534,10.5812/atr.31475,2378517563,10.5812/atr.31475
535,bbk-94,,
536,10.1001/archgenpsychiatry.2010.55,1990899486,10.1001/archgenpsychiatry.2010.55
537,10.1001/archpedi.161.7.697,2105192535,10.1001/archpedi.161.7.697
538,10.1001/jama.279.1.51,2000424083,10.1001/jama.279.1.51
539,10.1001/jama.289.24.3273,1977529484,10.1001/jama.289.24.3273
540,10.1001/jamapediatrics.2013.431,2088981187,10.1001/jamapediatrics.2013.431
541,10.1002/1529-0131(200006)13:3<168::AID-ANR6>3.0.CO;2-R,1967260545,10.1002/1529-0131(200006)13:3<168::AID-ANR6>3.0.CO;2-R
542,10.1002/art.22466,2150224561,10.1002/art.22466
543,10.1038/sj.ijo.0801583,2017798743,10.1038/sj.ijo.0801583
544,10.1038/sj.ijo.0803125,1982786293,10.1038/sj.ijo.0803125
545,10.1038/sj.jes.7500535,2110069566,10.1038/sj.jes.7500535
546,10.1093/aje/kwh207,2166975295,10.1093/aje/kwh207
547,10.1093/aje/kwn389,2171569521,10.1093/aje/kwn389
548,10.1093/geront/36.4.464,2143755248,10.1093/geront/36.4.464
549,10.1093/geront/38.3.276,2159619623,10.1093/geront/38.3.276
550,10.1161/HYPERTENSIONAHA.107.092643,2101144063,10.1161/HYPERTENSIONAHA.107.092643
551,10.1161/HYPERTENSIONAHA.111.171272,2153814676,10.1161/HYPERTENSIONAHA.111.171272
552,10.1177/147470490700500109,2166022918,10.1177/147470490700500109
553,10.1177/147470491000800213,2100711623,10.1177/147470491000800213
554,10.1177/1755088217748970,2777157041,10.1177/1755088217748970
555,10.1177/2041669515613669,2327198591,10.1177/2041669515613669
556,10.1177/2053951716682537,2615184001,10.1177/2053951716682537
557,10.1177/2158244012464976,2055258509,10.1177/2158244012464976
558,10.1177/2158244013478950,2078014420,10.1177/2158244013478950
559,10.1177/2158244016685135,2570260484,10.1177/2158244016685135
560,10.1177/2158244016687610,2576921548,10.1177/2158244016687610
561,10.1186/s40200-015-0171-0,1575829495,10.1186/s40200-015-0171-0
562,10.1289/ehp.0800312,2095774121,10.1289/ehp.0800312
563,10.2337/dc07-1150,2118047689,10.2337/dc07-1150
564,10.3945/jn.110.131920,2141166332,10.3945/jn.110.131920
565,10.1002/cncr.25647,2332183203,10.1002/cncr.25647
566,10.1002/mpr.279,2102206980,10.1002/mpr.279
567,10.1002/oby.20585,1535711205,10.1002/oby.20585
568,10.1017/S1368980010003745,2033537452,10.1017/S1368980010003745
569,10.1042/AN20090059,2165430202,10.1042/AN20090059
570,10.1086/322651,1974342054,10.1086/322651
571,10.1093/geronb/53B.1.S17,2159575896,10.1093/geronb/53B.1.S17
572,10.1093/geronb/53B.5.S258,2082014234,10.1093/geronb/53B.5.S258
573,10.1093/geronb/gbs103,2131250690,10.1093/geronb/gbs103
574,10.1093/geront/36.1.76,2263367831,10.1093/geront/36.1.76
575,10.1136/amiajnl-2013-002260,2144697303,10.1136/amiajnl-2013-002260
576,10.1177/0046958017711783,2626213139,10.1177/0046958017711783
577,10.1177/0300060516673923,2574061583,10.1177/0300060516673923
578,10.1177/0300060517701356,2607389723,10.1177/0300060517701356
579,10.1177/1464884916688550,2586088658,10.1177/1464884916688550
580,10.1177/1470320313502104,2133093544,10.1177/1470320313502104
581,10.1177/1759313117712180,2621872310,10.1177/1759313117712180
582,10.1177/2041669517736072,2758890278,10.1177/2041669517736072
583,10.1177/2041669518796851,2889600065,10.1177/2041669518796851
584,10.1177/2055102916679012,2302005177,10.1177/2055102916679012
585,10.1177/2158244013486492,2106645072,10.1177/2158244013486492
586,10.1177/2158244016636180,2309445584,10.1177/2158244016636180
587,10.1177/2158244017704685,2607368826,10.1177/2158244017704685
588,10.1370/afm.79,2160227241,10.1370/afm.79
589,10.1377/hlthaff.28.2.557,2043403877,10.1377/hlthaff.28.2.557
590,10.15517/ap.v29i119.18728,2180791545,10.15517/ap.v29i119.18728
591,10.1001/archpedi.160.12.1217,2137477727,10.1001/archpedi.160.12.1217
592,10.1002/cncr.23806,2005875800,10.1002/cncr.23806
593,10.1042/AN20090006,2091995911,10.1042/AN20090006
594,10.1080/01402391003603581,2135570838,10.1080/01402391003603581
595,10.1080/15401420390844492,2034149542,10.1080/15401420390844492
596,10.1086/344354,2158649050,10.1086/344354
597,10.1093/geront/48.Supplement_1.60,2158132340,10.1093/geront/48.Supplement_1.60
598,10.1111/j.1523-1755.2004.00481.x,1988069185,10.1111/j.1523-1755.2004.00481.x
599,10.1146/annurev.publhealth.21.1.505,2113091730,10.1146/annurev.publhealth.21.1.505
600,10.1177/0300060515593231,2527231568,10.1177/0300060515593231
601,10.1177/0300060515598899,2526652095,10.1177/0300060515598899
602,10.1177/1470320315579592,2096541225,10.1177/1470320315579592
603,10.1177/1470320316643903,2344604977,10.1177/1470320316643903
604,10.1177/1471301211435193,2322021895,10.1177/1471301211435193
605,10.1177/1740774511403513,2160316614,10.1177/1740774511403513
606,10.1177/1748895811419972,2140257493,10.1177/1748895811419972
607,10.1177/2053168015612808,2273693830,10.1177/2053168015612808
608,10.1177/2158244014521819,2146926396,10.1177/2158244014521819
609,10.1177/2158244015601717,2258135244,10.1177/2158244015601717
610,10.1186/1471-2288-9-7,2061212873,10.1186/1471-2288-9-7
611,10.1186/1475-2891-11-65,2112459669,10.1186/1475-2891-11-65
612,10.1377/hlthaff.2012.1223,2035469536,10.1377/hlthaff.2012.1223
613,10.2337/diacare.29.03.06.dc05-1254,2165698647,10.2337/diacare.29.03.06.dc05-1254
614,10.1001/archgenpsychiatry.2011.1603,2115396028,10.1001/archgenpsychiatry.2011.1603
615,10.1007/s10995-010-0735-z,2032022612,10.1007/s10995-010-0735-z
616,10.1038/sj.ejcn.1601163,2064418368,10.1038/sj.ejcn.1601163
617,10.1042/AN20100007,1983611512,10.1042/AN20100007
618,10.1093/ageing/26.5.367,2115469848,10.1093/ageing/26.5.367
619,10.1093/geronb/57.4.S199,2124326620,10.1093/geronb/57.4.S199
620,10.1093/geronb/60.2.P67,2156400629,10.1093/geronb/60.2.P67
621,10.1177/1470320313501217,2169400169,10.1177/1470320313501217
622,10.1177/1470320318761725,2798149725,10.1177/1470320318761725
623,10.1177/1474704916637876,2323033259,10.1177/1474704916637876
624,10.1177/1740774511432726,2064153485,10.1177/1740774511432726
625,10.1177/1747954118764179,2799974645,10.1177/1747954118764179
626,10.1177/1759091415578714,2059886244,10.1177/1759091415578714
627,10.1177/2053951715602497,,
628,10.1177/2059799117724039,2747319382,10.1177/2059799117724039
629,10.1177/2158244014560550,2281417227,10.1177/2158244014560550
630,10.1177/2158244014562380,2125666569,10.1177/2158244014562380
631,10.2215/CJN.01900309,2141901627,10.2215/CJN.01900309
632,10.2337/diacare.25.10.1722,2118936711,10.2337/diacare.25.10.1722
633,10.1001/archpsyc.59.6.538,2100958092,10.1001/archpsyc.59.6.538
634,10.1002/hep.22165,1982088059,10.1002/hep.22165
635,10.1038/ijo.2011.187,2085778126,10.1038/ijo.2011.187
636,10.1042/AN20130006,2146350758,10.1042/AN20130006
637,10.1042/AN20130043,2086325186,10.1042/AN20130043
638,10.1046/j.1523-1755.2002.00356.x,2087580623,10.1046/j.1523-1755.2002.00356.x
639,10.1068/i0449aap,2104915819,10.1068/i0449aap
640,10.1073/pnas.0403418101,1996979354,10.1073/pnas.0403418101
641,10.1093/aje/153.8.807,2160482682,10.1093/aje/153.8.807
642,10.1093/aje/154.4.357,1980548213,10.1093/aje/154.4.357
643,10.1093/aje/kwm390,2168524506,10.1093/aje/kwm390
644,10.1093/geronb/54B.1.S41,2123392092,10.1093/geronb/54B.1.S41
645,10.1093/geronb/gbq077,2161244791,10.1093/geronb/gbq077
646,10.1093/oxfordjournals.aje.a009936,1990716536,10.1093/oxfordjournals.aje.a009936
647,10.1161/01.STR.19.10.1289,2088782317,10.1161/01.STR.19.10.1289
648,10.1177/1948550617693064,2623873436,10.1177/1948550617693064
649,10.1177/2053951714568727,2131768201,10.1177/2053951714568727
650,10.1177/2158244013509254,2153731278,10.1177/2158244013509254
651,10.1177/2158244014558040,2139493631,10.1177/2158244014558040
652,10.1177/2158244015592166,2172648999,10.1177/2158244015592166
653,10.1177/2158244017717301,2733066412,10.1177/2158244017717301
654,10.1186/s12889-015-2008-7,2136691071,10.1186/s12889-015-2008-7
655,10.1370/afm.1820,1900136029,10.1370/afm.1820
656,10.1542/peds.2017-3594,2793265743,10.1542/peds.2017-3594
657,10.3122/jabfm.2008.06.080047,2145822452,10.3122/jabfm.2008.06.080047
658,bbk-318,,
659,bbk-332,,
660,10.1001/jama.284.23.3022,2044776647,10.1001/jama.284.23.3022
661,10.1038/pr.2011.438,2076093620,10.1038/pr.2011.438
662,10.1053/jhep.2003.50147,1979820404,10.1053/jhep.2003.50147
663,10.1073/pnas.1118355109,2125978064,10.1073/pnas.1118355109
664,10.1093/aje/kwf170,2096213936,10.1093/aje/kwf170
665,10.1093/gerona/54.6.M299,2154760829,10.1093/gerona/54.6.M299
666,10.1093/geronb/59.4.S220,2107703482,10.1093/geronb/59.4.S220
667,10.1093/jpepsy/21.3.447,2170755336,10.1093/jpepsy/21.3.447
668,10.1136/ard.2003.015479,1978480150,10.1136/ard.2003.015479
669,10.1161/CIRCOUTCOMES.108.832592,2547754122,10.1161/CIRCOUTCOMES.108.832592
670,10.1161/CIRCOUTCOMES.108.832592,2775191604,10.1161/CIRCOUTCOMES.108.832592
671,10.1161/CIRCOUTCOMES.108.832592,2010550615,10.1161/CIRCOUTCOMES.108.832592
672,10.1161/CIRCOUTCOMES.108.832592,2624385243,10.1161/CIRCOUTCOMES.108.832592
673,10.1177/0300060513499093,2131910853,10.1177/0300060513499093
674,10.1177/0300060517719625,2753573917,10.1177/0300060517719625
675,10.1177/1461444814554900,2116882715,10.1177/1461444814554900
676,10.1177/147470491401200401,2184084567,10.1177/147470491401200401
677,10.1177/1474704916653968,2429085643,10.1177/1474704916653968
678,10.1177/2053951714545135,2140121401,10.1177/2053951714545135
679,10.1177/2158244013498244,2112940343,10.1177/2158244013498244
680,10.1177/2158244015616662,2252324801,10.1177/2158244015616662
681,10.1177/2158244016636432,2292990796,10.1177/2158244016636432
682,10.1177/2158244016670199,2542189601,10.1177/2158244016670199
683,10.1377/hlthaff.12.4.186,2168956544,10.1377/hlthaff.12.4.186
684,10.1377/hlthaff.18.2.213,2044802631,10.1377/hlthaff.18.2.213
685,10.4103/2008-7802.164413,1504408219,10.4103/2008-7802.164413
686,10.1001/jama.297.8.813,2125058204,10.1001/jama.297.8.813
687,10.1001/jama.300.11.1303,2108900261,10.1001/jama.300.11.1303
688,10.1017/S1368980009991546,2007211044,10.1017/S1368980009991546
689,10.1068/i0562,2132700675,10.1068/i0562
690,10.1080/07418820903130823,2053104329,10.1080/07418820903130823
691,10.1093/aje/kwi237,2127323164,10.1093/aje/kwi237
692,10.1093/humrep/dem394,2163849415,10.1093/humrep/dem394
693,10.1093/humrep/deq152,2168108597,10.1093/humrep/deq152
694,10.1097/00125817-200103000-00004,2000789272,10.1097/00125817-200103000-00004
695,10.1097/OLQ.0b013e3181b38a4b,1998931806,10.1097/OLQ.0b013e3181b38a4b
696,10.1161/01.HYP.6.6.802,2078440133,10.1161/01.HYP.6.6.802
697,10.1177/0300060515598900,2525313422,10.1177/0300060515598900
698,10.1177/1098612X16669399,2524219102,10.1177/1098612X16669399
699,10.1177/147470490900700210,2202392557,10.1177/147470490900700210
700,10.1177/147470491301100113,2298364585,10.1177/147470491301100113
701,10.1177/1759313116679672,2560122606,10.1177/1759313116679672
702,10.1177/2041669515622001,2414547308,10.1177/2041669515622001
703,10.1177/2041669517742178,2770315859,10.1177/2041669517742178
704,10.1177/2158244012441940,2192845096,10.1177/2158244012441940
705,10.1177/2158244014548169,2169267120,10.1177/2158244014548169
706,10.1177/2158244014551927,2081912446,10.1177/2158244014551927
707,10.1177/2158244015580371,2175647544,10.1177/2158244015580371
708,10.1177/2158244015582044,2110550271,10.1177/2158244015582044
709,10.1177/2158244015590443,2173613482,10.1177/2158244015590443
710,10.1177/2158244015621600,2256792635,10.1177/2158244015621600
711,10.1213/ane.0b013e318193c634,2072983807,10.1213/ane.0b013e318193c634
712,10.1249/01.mss.0000210193.49210.b5,2044339549,10.1249/01.mss.0000210193.49210.b5
713,10.2337/dc08-1699,2126381731,10.2337/dc08-1699
714,10.3945/jn.111.142257,2145496960,10.3945/jn.111.142257
715,10.4000/chs.460,2053062650,10.4000/chs.460
716,10.4054/DemRes.2008.19.53,2121820182,10.4054/DemRes.2008.19.53
717,10.4137/SART.S14125,2046961509,10.4137/SART.S14125
718,bbk-83,,
719,10.1001/archpsyc.64.12.1427,2147326265,10.1001/archpsyc.64.12.1427
