unique_identifier,PaperId,Doi
10.1177/1541204017739678,2767269688,10.1177/1541204017739678
10.1177/1942602X08331158,2127665619,10.1177/1942602X08331158
10.1177/2053951714564228,2111205063,10.1177/2053951714564228
10.1177/2158244012461921,2140219938,10.1177/2158244012461921
10.1177/2158244014555117,2108694196,10.1177/2158244014555117
10.1177/2158244014559022,2153939566,10.1177/2158244014559022
10.1177/2158244015607352,2325386055,10.1177/2158244015607352
10.1177/2158244015611712,2573546368,10.1177/2158244015611712
10.1177/2158244015623932,2271003401,10.1177/2158244015623932
10.1177/2333392817747467,2791806506,10.1177/2333392817747467
10.1597/06-037.1,2055873814,10.1597/06-037.1
10.2190/Y71P-KXVJ-LR9H-H1MG,2087138464,10.2190/Y71P-KXVJ-LR9H-H1MG
10.2217/17455057.3.1.73,1975102639,10.2217/17455057.3.1.73
10.2466/PR0.106.1.163-169,2146537521,10.2466/PR0.106.1.163-169
10.3102/0013189X16658447,2500007476,10.3102/0013189X16658447
10.1068/i0483,2121585375,10.1068/i0483
10.1111/0081-1750.00041,1994828315,10.1111/0081-1750.00041
10.1111/j.1467-856X.2009.00395.x,2080661103,10.1111/j.1467-856X.2009.00395.x
10.1177/0002716208322736,2160539509,10.1177/0002716208322736
10.1177/0002764209346697,2058192304,10.1177/0002764209346697
10.1177/0009922809332590,2122770892,10.1177/0009922809332590
10.1177/0011128708330627,2135656403,10.1177/0011128708330627
10.1177/0011128712470990,2134303258,10.1177/0011128712470990
10.1177/0022427809341936,2160915589,10.1177/0022427809341936
10.1177/0042098016664830,2507659625,10.1177/0042098016664830
10.1177/0093854810382356,2105097855,10.1177/0093854810382356
10.1177/0093854812449405,1979475721,10.1177/0093854812449405
10.1177/0117196816674397,2543029146,10.1177/0117196816674397
10.1177/01627502024004003,2092561294,10.1177/01627502024004003
10.1177/0192513X02238519,2106408579,10.1177/0192513X02238519
10.1177/0265659015601165,2288644228,10.1177/0265659015601165
10.1177/0269881107077220,1971717641,10.1177/0269881107077220
10.1177/0300060517723182,2745407817,10.1177/0300060517723182
10.1177/0305735616636209,2322029883,10.1177/0305735616636209
10.1177/0333102412454945,2029109757,10.1177/0333102412454945
10.1177/0741088311399710,2169370213,10.1177/0741088311399710
10.1177/0741932510365359,2168537276,10.1177/0741932510365359
10.1177/0956462415577496,2070537511,10.1177/0956462415577496
10.1177/0958928718792130,2469996481,10.1177/0958928718792130
10.1177/0963721416657050,2529204259,10.1177/0963721416657050
10.1177/0964663912460561,2112982166,10.1177/0964663912460561
10.1177/1043986212470888,1993303953,10.1177/1043986212470888
10.1177/1059840515619683,2286079025,10.1177/1059840515619683
10.1177/1077801212442623,2148252231,10.1177/1077801212442623
10.1177/1079063215594376,1760199815,10.1177/1079063215594376
10.1177/135910530000500210,2054194214,10.1177/135910530000500210
10.1177/1367877912452487,1988356119,10.1177/1367877912452487
10.1177/147470490800600209,2215798887,10.1177/147470490800600209
10.1177/1526602816629609,2292310242,10.1177/1526602816629609
10.1177/153244000100100205,2322193955,10.1177/153244000100100205
10.1177/1557085115580389,2317576139,10.1177/1557085115580389
10.1177/1559827613490504,1975016359,10.1177/1559827613490504
10.1177/1932202X14532257,2061944474,10.1177/1932202X14532257
10.1177/1936724415589633,2339477688,10.1177/1936724415589633
10.1177/2041669516658047,2460370924,10.1177/2041669516658047
10.1177/2041669517692814,2592294362,10.1177/2041669517692814
10.1177/2047487318805582,2895451470,10.1177/2047487318805582
10.1177/2055102917738657,2770893495,10.1177/2055102917738657
10.1177/2158244012461922,2100695703,10.1177/2158244012461922
10.1177/2158244013500282,2116421135,10.1177/2158244013500282
10.1177/2158244014525415,2105889378,10.1177/2158244014525415
10.1177/2158244015604691,2188521412,10.1177/2158244015604691
10.1177/2158244017710293,2623606584,10.1177/2158244017710293
10.1191/0969733004ne707oa,2122971850,10.1191/0969733004ne707oa
10.1509/jm.13.0218,2157165099,10.1509/jm.13.0218
10.1525/sop.2011.54.1.37,2049634401,10.1525/sop.2011.54.1.37
10.3818/JRP.6.2.2004.45,2001536462,10.3818/JRP.6.2.2004.45
bbk-107,"",""
10.1097/01.hjr.0000230101.48030.f4,2113091305,10.1097/01.hjr.0000230101.48030.f4
10.1177/0002764212465416,2094458074,10.1177/0002764212465416
10.1177/0020852315585062,2475878344,10.1177/0020852315585062
10.1177/0022034511431702,2047116501,10.1177/0022034511431702
10.1177/0022219409355474,2096445404,10.1177/0022219409355474
10.1177/0022427803260270,2116748861,10.1177/0022427803260270
10.1177/0031512516633348,2416006748,10.1177/0031512516633348
10.1177/0032329202030003005,2122452921,10.1177/0032329202030003005
10.1177/0044118X8001100303,2068499008,10.1177/0044118X8001100303
10.1177/0093854809342859,2115186172,10.1177/0093854809342859
10.1177/0093854810363890,2009321382,10.1177/0093854810363890
10.1177/0142064X18755933,2789024620,10.1177/0142064X18755933
10.1177/0146167207307488,2085507342,10.1177/0146167207307488
10.1177/0162643417715751,2640766679,10.1177/0162643417715751
10.1177/0163278713513586,2103452371,10.1177/0163278713513586
10.1177/0163443716672299,2537885001,10.1177/0163443716672299
10.1177/019027250506800305,2169982545,10.1177/019027250506800305
10.1177/0263276417727059,2751011315,10.1177/0263276417727059
10.1177/0272431615590231,2266813544,10.1177/0272431615590231
10.1177/0300060516662404,2528109221,10.1177/0300060516662404
10.1177/0300060517708943,2619797001,10.1177/0300060517708943
10.1177/0300060517709370,2624284234,10.1177/0300060517709370
10.1177/0306624X15605609,2280676680,10.1177/0306624X15605609
10.1177/0735633116669811,2522307475,10.1177/0735633116669811
10.1177/0895904803260041,2156093076,10.1177/0895904803260041
10.1177/0958928707087590,2007445739,10.1177/0958928707087590
10.1177/097493060900100204,2171983240,10.1177/097493060900100204
10.1177/1043986204266888,1990636859,10.1177/1043986204266888
10.1177/1043986208318219,2007269019,10.1177/1043986208318219
10.1177/1049909115577049,2060766448,10.1177/1049909115577049
10.1177/1077801204267464,2139865062,10.1177/1077801204267464
10.1177/1077801214545023,2147822533,10.1177/1077801214545023
10.1177/1086296X17746446,2783127789,10.1177/1086296X17746446
10.1177/1088767913493420,2007940332,10.1177/1088767913493420
10.1177/1090198115604624,2301062766,10.1177/1090198115604624
10.1177/1090198117709317,2621194798,10.1177/1090198117709317
10.1177/1352458512442991,2114103269,10.1177/1352458512442991
10.1177/1356336X010072006,2156423316,10.1177/1356336X010072006
10.1177/1363460716688675,1413988451,10.1177/1363460716688675
10.1177/1403494808099964,2036550746,10.1177/1403494808099964
10.1177/1470320312474051,2106185991,10.1177/1470320312474051
10.1177/1470357217701590,2594708726,10.1177/1470357217701590
10.1177/147470490400200115,2173108812,10.1177/147470490400200115
10.1177/1476718X0421005,2104299642,10.1177/1476718X0421005
10.1177/1525740117741170,2770589560,10.1177/1525740117741170
10.1177/1526924816665367,2519171335,10.1177/1526924816665367
10.1177/1532440017720776,2743128317,10.1177/1532440017720776
10.1177/1534735416632060,2323345541,10.1177/1534735416632060
10.1177/1534735416664173,2528992600,10.1177/1534735416664173
10.1177/1541204016680405,846664794,10.1177/1541204016680405
10.1177/1756283X17733657,2761609799,10.1177/1756283X17733657
10.1177/1759091414558418,1970824201,10.1177/1759091414558418
10.1177/2040622313513313,2133822850,10.1177/2040622313513313
10.1177/2158244012443543,2118636472,10.1177/2158244012443543
10.1177/2158244012452575,2173076357,10.1177/2158244012452575
10.1525/jer.2014.9.1.1,2328633146,10.1525/jer.2014.9.1.1
10.2190/EF1G-PNXF-J1VQ-6M72,2071424873,10.2190/EF1G-PNXF-J1VQ-6M72
10.5367/oa.2014.0174,2312929353,10.5367/oa.2014.0174
10.1057/thr.2010.22,2097921436,10.1057/thr.2010.22
10.1106/5D7N-F6RQ-FY35-MGXR,1986351303,10.1106/5D7N-F6RQ-FY35-MGXR
10.1177/0003122412451728,2131349202,10.1177/0003122412451728
10.1177/0009922814536924,2148462092,10.1177/0009922814536924
10.1177/0022243718802846,"",""
10.1177/0030222816649082,2366665567,10.1177/0030222816649082
10.1177/0081246316640116,2320302474,10.1177/0081246316640116
10.1177/0164027503258734,1969046107,10.1177/0164027503258734
10.1177/0169796X17752420,"",""
10.1177/0192513X07311232,2116397244,10.1177/0192513X07311232
10.1177/0261018306059769,2145301489,10.1177/0261018306059769
10.1177/0261018312471164,2008218864,10.1177/0261018312471164
10.1177/026975800901500302,2133453947,10.1177/026975800901500302
10.1177/0271121414544801,2134717530,10.1177/0271121414544801
10.1177/0300060514529555,2082567282,10.1177/0300060514529555
10.1177/0306624X10370457,2166562173,10.1177/0306624X10370457
10.1177/0362153717711701,2617824752,10.1177/0362153717711701
10.1177/0733464814558267,2325854761,10.1177/0733464814558267
10.1177/0886260513505707,1990539390,10.1177/0886260513505707
10.1177/0886260515597436,1788909243,10.1177/0886260515597436
10.1177/0896920512439728,2324768915,10.1177/0896920512439728
10.1177/0954407012454964,2063010710,10.1177/0954407012454964
10.1177/0956462415601340,2338836196,10.1177/0956462415601340
10.1177/1010539513486176,2148030167,10.1177/1010539513486176
10.1177/1044389418808154,2897187122,10.1177/1044389418808154
10.1177/1054137318756270,2790502811,10.1177/1054137318756270
10.1177/135245850100700611,2106866241,10.1177/135245850100700611
10.1177/1403494817695911,2592675713,10.1177/1403494817695911
10.1177/1468794112468474,2128497215,10.1177/1468794112468474
10.1177/1468796816684147,2579012754,10.1177/1468796816684147
10.1177/1474651413495571,2130035948,10.1177/1474651413495571
10.1177/1474704917735937,2765470926,10.1177/1474704917735937
10.1177/1532673X9101900205,1981575220,10.1177/1532673X9101900205
10.1177/1534735415607656,2269376471,10.1177/1534735415607656
10.1177/1541204006290153,2121410072,10.1177/1541204006290153
10.1177/1541204014551427,2088220814,10.1177/1541204014551427
10.1177/1555343416672112,2538435458,10.1177/1555343416672112
10.1177/1745790411416542,2327438824,10.1177/1745790411416542
10.1177/1941406413487769,2044377921,10.1177/1941406413487769
10.1177/2041669517743991,2768114770,10.1177/2041669517743991
10.1177/2053168015589216,2229280734,10.1177/2053168015589216
10.1177/2153368718802352,2893382935,10.1177/2153368718802352
10.1177/2158244014556992,2150464823,10.1177/2158244014556992
10.1177/2158244015611187,2174864570,10.1177/2158244015611187
10.1177/2158244016657140,2544833005,10.1177/2158244016657140
10.1177/2158244017697361,2597976357,10.1177/2158244017697361
10.1177/2332858416653756,2429751746,10.1177/2332858416653756
bbk-309,"",""
bbk-95,"",""
10.1068/i0472,"",""
10.1177/0002716208324851,2107591352,10.1177/0002716208324851
10.1177/0002716213503100,2147589856,10.1177/0002716213503100
10.1177/0009922815623498,2294984738,10.1177/0009922815623498
10.1177/0010414001034008003,2050456244,10.1177/0010414001034008003
10.1177/0013124507304628,2135355843,10.1177/0013124507304628
10.1177/0022042615575374,2135769803,10.1177/0022042615575374
10.1177/0022427816682059,2620628950,10.1177/0022427816682059
10.1177/002795011724100113,2742031095,10.1177/002795011724100113
10.1177/0046958017742761,2769436307,10.1177/0046958017742761
10.1177/019027250506800304,2046926094,10.1177/019027250506800304
10.1177/0256090915573612,2211110309,10.1177/0256090915573612
10.1177/0264550509346193,2123694590,10.1177/0264550509346193
10.1177/0300060515593235,2523888682,10.1177/0300060515593235
10.1177/0300060516643192,2407485998,10.1177/0300060516643192
10.1177/056943451405900105,2519246782,10.1177/056943451405900105
10.1177/0739456X14522494,2112091289,10.1177/0739456X14522494
10.1177/089124249901300402,2057788126,10.1177/089124249901300402
10.1177/0891243206298087,2152089873,10.1177/0891243206298087
10.1177/0895904808320678,1990080893,10.1177/0895904808320678
10.1177/0969733013495224,2132167707,10.1177/0969733013495224
10.1177/097491010900200104,2158797494,10.1177/097491010900200104
10.1177/1010539509342433,2126335961,10.1177/1010539509342433
10.1177/1035304613482652,2315827403,10.1177/1035304613482652
10.1177/1077558707299864,2156551963,10.1177/1077558707299864
10.1177/1350508410372929,2149740116,10.1177/1350508410372929
10.1177/1362361312467865,2099319668,10.1177/1362361312467865
10.1177/1362480618759012,2792017759,10.1177/1362480618759012
10.1177/1367493518777308,2803170682,10.1177/1367493518777308
10.1177/1461444813495161,1996689123,10.1177/1461444813495161
10.1177/1461444815611593,2337816890,10.1177/1461444815611593
10.1177/1468796814530120,2101672468,10.1177/1468796814530120
10.1177/1470320314566018,2100974677,10.1177/1470320314566018
10.1177/1470320314568438,2120646389,10.1177/1470320314568438
10.1177/147470491501300112,2167987566,10.1177/147470491501300112
10.1177/1477370816648523,2596707040,10.1177/1477370816648523
10.1177/1532673X8501300101,2006994799,10.1177/1532673X8501300101
10.1177/1557085115614391,2380795951,10.1177/1557085115614391
10.1177/1740774516679665,2550522442,10.1177/1740774516679665
10.1177/1741143208100296,1980348284,10.1177/1741143208100296
10.1177/1747954117716791,2727627226,10.1177/1747954117716791
10.1177/1748895814541900,2089149417,10.1177/1748895814541900
10.1177/193229681000400527,2000860562,10.1177/193229681000400527
10.1177/2041669516680114,2576329028,10.1177/2041669516680114
10.1177/2041669517705388,2610706963,10.1177/2041669517705388
10.1177/2041669518791191,2886817297,10.1177/2041669518791191
10.1177/2158244014547880,2102086858,10.1177/2158244014547880
10.1177/2158244015577667,2129368860,10.1177/2158244015577667
10.1177/2158244015621348,2233259696,10.1177/2158244015621348
10.1177/2158244017716710,2732264344,10.1177/2158244017716710
10.1177/2324709618761754,2794241662,10.1177/2324709618761754
10.1191/0269216305pm1007oa,2019013914,10.1191/0269216305pm1007oa
10.1345/aph.1Q374,2146841626,10.1345/aph.1Q374
10.2190/6BUL-MWTQ-0M18-30GL,1993263752,10.2190/6BUL-MWTQ-0M18-30GL
10.2466/PR0.94.3.1051-1057,"",""
10.3102/0002831217732335,2759197192,10.3102/0002831217732335
10.3102/00346543075003417,2139340376,10.3102/00346543075003417
bbk-343,"",""
10.1068/i0564,2116956595,10.1068/i0564
10.1177/0002764217732107,2760523787,10.1177/0002764217732107
10.1177/000276427501800303,2121226581,10.1177/000276427501800303
10.1177/0003122410365308,2053669239,10.1177/0003122410365308
10.1177/0004865814545684,2019443852,10.1177/0004865814545684
10.1177/0010414004272693,1995528265,10.1177/0010414004272693
10.1177/0011128708327569,2029876413,10.1177/0011128708327569
10.1177/0013916518796885,2890740364,10.1177/0013916518796885
10.1177/0016986217738015,2771028989,10.1177/0016986217738015
10.1177/002214650504600403,2101148670,10.1177/002214650504600403
10.1177/002234337801500205,2058209796,10.1177/002234337801500205
10.1177/002795011623600106,2375239069,10.1177/002795011623600106
10.1177/0032885512467312,2124593400,10.1177/0032885512467312
10.1177/0032885518776375,2807401502,10.1177/0032885518776375
10.1177/0093854810382876,2116938701,10.1177/0093854810382876
10.1177/0096340213508633,"",""
10.1177/0170840612453529,2104227247,10.1177/0170840612453529
10.1177/0264550515587973,2135486822,10.1177/0264550515587973
10.1177/0300060516665258,2551485288,10.1177/0300060516665258
10.1177/0300060516677929,2575252259,10.1177/0300060516677929
10.1177/0306624X13516732,1987648919,10.1177/0306624X13516732
10.1177/0361684310394802,2110894413,10.1177/0361684310394802
10.1177/0886260510372948,2030208047,10.1177/0886260510372948
10.1177/0886260515576970,2071506122,10.1177/0886260515576970
10.1177/0895904810387414,2125985604,10.1177/0895904810387414
10.1177/0951820708091898,2093663304,10.1177/0951820708091898
10.1177/0967772016662167,2511673171,10.1177/0967772016662167
10.1177/0974929214538363,2079221909,10.1177/0974929214538363
10.1177/1054773807311689,2101092530,10.1177/1054773807311689
10.1177/1059840511423381,2167819953,10.1177/1059840511423381
10.1177/1077801202250072,2124526636,10.1177/1077801202250072
10.1177/1078345816669347,2530898341,10.1177/1078345816669347
10.1177/1098611103257039,2002107177,10.1177/1098611103257039
10.1177/1359105308093865,2098749844,10.1177/1359105308093865
10.1177/1359105308097969,1986194304,10.1177/1359105308097969
10.1177/1464884915612681,2336579275,10.1177/1464884915612681
10.1177/146499340600700203,2136228126,10.1177/146499340600700203
10.1177/1470320313485897,2110863905,10.1177/1470320313485897
10.1177/1477878508095583,2085735052,10.1177/1477878508095583
