,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
232,5846.pdf,1980-01-01,5846,5846.txt,Crime and violence in American society: An overview,10.1177/000276428002300502
233,5847.pdf,1991-01-01,5847,5847.txt,A comparison of drug involvement between runaways and school youths,10.2190/LJWU-FXTM-TEXG-WK4G
234,5848.pdf,2003-01-01,5848,5848.txt,Gender demography and organization performance: A two-study investigation with convergence,10.1177/1059601102250025
235,5849.pdf,1998-01-01,5849,5849.txt,Disability among ethnic and racial minorities in the United States: A summary of economic status and family structure,10.1177/104420739800900207
236,5850.pdf,1999-01-01,5850,5850.txt,Loss of the kin-keeper? Sibling conflict following parental death,10.2190/J357-QF31-F0FC-PV4U
237,5851.pdf,1975-01-01,5851,5851.txt,Counting the jobless: The impact of job rationing on the measurement of unemployment,10.1177/000271627541800106
238,5852.pdf,2002-01-01,5852,5852.txt,Employer-sponsored insurance: How much financial protection does it provide?,10.1177/107755802237810
239,5853.pdf,2002-01-01,5853,5853.txt,The Structure of Citizen Attitudes and the European Political Space,10.1177/0010414002035008002
240,5854.pdf,2003-01-01,5854,5854.txt,"Two as one? Couples' perceptions of time spent together, marital quality, and the risk of divorce",10.1177/0192513X02238519
241,5855.pdf,2001-01-01,5855,5855.txt,Prospective Risk Factors and Treatment Outcomes Among Adolescents in DATOS-A,10.1177/0743558401166008
242,5856.pdf,1966-01-01,5856,5856.txt,East-West Interaction Patterns,10.1177/002234336600300204
243,5857.pdf,1993-01-01,5857,5857.txt,"Democratic Theory, Nonvoting, and Public Policy: The 1972-1988 Presidential Elections",10.1177/1532673X9302100202
244,5858.pdf,1986-01-01,5858,5858.txt,"War-Proneness, War-Weariness, and Regime Type: 1816-1980",10.1177/002234338602300306
245,5859.pdf,1985-01-01,5859,5859.txt,Voting and the Social Environment,10.1177/1532673X8501300101
246,5860.pdf,1982-01-01,5860,5860.txt,Life in the Fast Lane: A Retrospective Account by Commercial Thieves,10.1177/002242788201900210
247,5861.pdf,1999-01-01,5861,5861.txt,East or further east?,10.1177/0022343399036006002
248,5862.pdf,1995-01-01,5862,5862.txt,Congressional racial solidarity: Exploring Congressional Black Caucus voting cohesion 1971-1990,10.1177/002193479502500507
249,5863.pdf,2000-01-01,5863,5863.txt,Uncertainty and candidate personality traits,10.1177/1532673X00028001002
250,5864.pdf,2001-01-01,5864,5864.txt,Measuring Space: A Minimum-Distance Database and Applications to International Studies,10.1177/0022343301038006006
251,5865.pdf,1979-01-01,5865,5865.txt,"Structural Disparities in Latin America and Eastern Europe, 1950-1970",10.1177/002234337901600304
252,5866.pdf,1997-01-01,5866,5866.txt,Priming theory and RAS models: Toward an integrated perspective of media influence,10.1177/1532673X9702500303
253,5867.pdf,1996-01-01,5867,5867.txt,Sexual assault history and women's reproductive and sexual health,10.1111/j.1471-6402.1996.tb00667.x
254,5868.pdf,1991-01-01,5868,5868.txt,The stigmatization of smokers: An empirical investigation,10.2190/Y71P-KXVJ-LR9H-H1MG
255,5869.pdf,1979-01-01,5869,5869.txt,Poor youth and employment: A social psychological perspective,10.1177/0044118X8001100303
256,5870.pdf,1997-01-01,5870,5870.txt,Gut-level emotions and the presidential vote,10.1177/1532673X9702500204
257,5871.pdf,1969-01-01,5871,5871.txt,"Perceptions of Middle East conflict in the U.N., 1953-1965",10.1177/002200276901300404
258,5872.pdf,1999-01-01,5872,5872.txt,Evaluating the Influence of Amenities on the Location of Manufacturing Establishments in Urban Areas,10.1080/0042098992647
259,5873.pdf,1996-01-01,5873,5873.txt,Modelling the sampling design in the analysis of health surveys,10.1177/096228029600500304
260,5874.pdf,1994-01-01,5874,5874.txt,The Effect of Public Sector Employment on the Earnings of White and African-American Males: A Sample Selectivity Approach,10.1007/BF02692738
261,5875.pdf,1985-01-01,5875,5875.txt,Learning disabled 10th graders in mainstreamed settings: A descriptive analysis,10.1177/074193258500600405
262,5876.pdf,2003-01-01,5876,5876.txt,Treatment processes and outcomes among adolescents with a history of abuse who are in drug treatment,10.1177/1077559502239610
263,5877.pdf,1995-01-01,5877,5877.txt,Party Followership and Leadership in Norway: A Political Culture Approach,10.1177/1354068895001002003
264,5878.pdf,1996-01-01,5878,5878.txt,"Class, self-perception, and racial group identification among African Americans",10.1177/089692059602200104
265,5879.pdf,2001-01-01,5879,5879.txt,Transitional subsidies for health insurance coverage,10.5034/inquiryjrnl_38.2.225
266,5880.pdf,2000-01-01,5880,5880.txt,Work-family spillover and health during midlife: Is managing conflict everything?,10.4278/0890-1171-14.4.236
267,5881.pdf,1994-01-01,5881,5881.txt,"Dietary, alcohol, and tobacco intake among Mexican-American women of childbearing age: Results from HANES data",10.4278/0890-1171-8.5.363
268,5882.pdf,1999-01-01,5882,5882.txt,Social Ties at the Neighborhood Level: Two Decades of GSS Evidence,10.1177/10780879922184301
269,5883.pdf,2000-01-01,5883,5883.txt,Involving educators in the identification and reporting of suspected child abuse,10.1177/019263650008461909
270,5884.pdf,1993-01-01,5884,5884.txt,Why minorities rebel,10.1177/019251219301400203
271,5885.pdf,1970-01-01,5885,5885.txt,Sources of rebellion in western societies: Some quantitative evidence,10.1177/000271627039100111
272,5886.pdf,1976-01-01,5886,5886.txt,"Violent Nations, and Others",10.1177/002200277602000103
273,5887.pdf,2001-01-01,5887,5887.txt,Network news coverage of campaign advertisements: Media's ability to reinforce campaign messages,10.1177/1532673X01029005003
274,5888.pdf,1965-01-01,5888,5888.txt,Societal Approaches to the Study of War,10.1177/002234336500200402
275,5889.pdf,2002-01-01,5889,5889.txt,Small firms' demand for health insurance: The decision to offer insurance,10.5034/inquiryjrnl_39.2.118
276,5890.pdf,2003-01-01,5890,5890.txt,Health and the Cost of Nongroup Insurance,10.5034/inquiryjrnl_40.3.235
277,5891.pdf,1993-01-01,5891,5891.txt,Competing for talent and diversity in local government personnel: Recruitment practices in Illinois local government,10.1177/0734371X9301300103
278,5892.pdf,1976-01-01,5892,5892.txt,Minor parties and electoral realignments,10.1177/1532673X7600400103
279,5893.pdf,2000-01-01,5893,5893.txt,Economic voting in postcommunist Eastern Europe,10.1177/0010414000033009004
280,5894.pdf,1999-01-01,5894,5894.txt,Socioeconomic achievements of siblings in the life course: New findings from the Wisconsin longitudinal study,10.1177/0164027599212008
281,5895.pdf,2000-01-01,5895,5895.txt,"Gender, Postmaterialism, and Feminism in Comparative Perspective",10.1177/0192512100214006
282,5896.pdf,2002-01-01,5896,5896.txt,Factors contributing to increasing marital stability in the United States,10.1177/0192513X02023003004
283,5897.pdf,1971-01-01,5897,5897.txt,Towards a theory of ethnic change,10.1177/003232927100200102
284,5898.pdf,2000-01-01,5898,5898.txt,Development and the Liberal Peace: What Does it Take to be a Trading State?,10.1177/0022343300037001001
285,5899.pdf,1999-01-01,5899,5899.txt,Neoidealism and the democratic peace,10.1177/0022343399036002005
286,5900.pdf,1999-01-01,5900,5900.txt,Educational experiences and shifts in group consciousness: Studying women,10.1177/0146167299025003010
287,5901.pdf,1996-01-01,5901,5901.txt,"Charting a course to conflict: Territorial issues and interstate conflict, 1816-1992",10.1177/073889429601500103
288,5902.pdf,2003-01-01,5902,5902.txt,Exploring arrestee drug use in rural Nebraska,10.1177/002204260303300105
289,5903.pdf,2002-01-01,5903,5903.txt,Attitudes toward interview mode and comparability of reporting sexual behavior by personal interview and audio computer-assisted self-interviewing: Analyses of the 1995 National Survey of Family Growth,10.1177/0049124102031001001
290,5904.pdf,2001-01-01,5904,5904.txt,Does Race Influence Police Disciplinary Processes?,10.3818/JRP.3.1.2001.97
291,5905.pdf,1994-01-01,5905,5905.txt,A comparison of two measures of quality of life: their sensitivity and validity for patients with advanced cancer,10.1177/026921639400800403
292,5906.pdf,2002-01-01,5906,5906.txt,Motivation as a predictor of therapeutic engagement in mandated residential substance abuse treatment,10.1177/0093854802029001004
293,5907.pdf,1974-01-01,5907,5907.txt,Information and the vote: A comparative election study,10.1177/1532673X7400200201
294,5908.pdf,2002-01-01,5908,5908.txt,"School activities, community service, and delinquency",10.1177/001112802237130
295,5909.pdf,1995-01-01,5909,5909.txt,Residential location and the earnings of African American women,10.1007/BF02689994
296,5910.pdf,1997-01-01,5910,5910.txt,'!Quedate o vente!': Uncovering the determinants of Hispanic public opinion toward immigration,10.1177/106591299705000307
297,5911.pdf,1988-01-01,5911,5911.txt,Candidates and Issues in Local Elections,10.1177/1532673X8801600102
298,5912.pdf,1995-01-01,5912,5912.txt,A cross-national analysis on the effect of moral individualism on murder rates,10.1177/0306624X9503900108
299,5913.pdf,2000-01-01,5913,5913.txt,Referendums on Europeans integration,10.1177/0010414000033001001
300,5914.pdf,2004-01-01,5914,5914.txt,Liberation and economic marginalization: A reformulation and test of (formerly?) competing models,10.1177/0022427803257306
301,5915.pdf,1980-01-01,5915,5915.txt,The prospects for issue-voting in contemporary congressional elections: An assessment of citizen awareness and representation,10.1177/1532673X8000800403
302,5916.pdf,1992-01-01,5916,5916.txt,"Some new historical evidence on the impact of affirmative-action--Detroit, 1972",10.1007/BF02701737
303,5917.pdf,2001-01-01,5917,5917.txt,A secondary survey analysis study of African American ethnic identity orientations in two national samples,10.1177/0095798401027002001
304,5918.pdf,1998-01-01,5918,5918.txt,Statutory construction and congressional response,10.1177/1532673X9802600404
305,5919.pdf,1999-01-01,5919,5919.txt,Are poor people really excluded from jobs located in their own neighborhoods? Comments on Reingold and some additional evidence from the Multi-City Study of Urban Inequality,10.1177/089124249901300402
306,5920.pdf,2002-01-01,5920,5920.txt,The neighbourhood contact hypothesis: Evidence from the Multicity Study of Urban Inequality,10.1080/00420980220119499
307,5921.pdf,1987-01-01,5921,5921.txt,"Prevalence of total tooth loss, dental caries, and periodontal disease in Mexican-American adults: results from the southwestern HHANES",10.1177/00220345870660061801
308,5922.pdf,1979-01-01,5922,5922.txt,Television news and issue salience: A reexamination of the agenda-setting hypothesis,10.1177/1532673X7900700401
309,5923.pdf,1980-01-01,5923,5923.txt,"Trends in public support for Egypt and Israel, 1956-1978",10.1177/1532673X8000800103
310,5924.pdf,1976-01-01,5924,5924.txt,The Sanford Commission and the delegates to the Democratic Mid-term Conference,10.1177/1532673X7600400404
311,5925.pdf,1997-01-01,5925,5925.txt,"Differences in the background and criminal justice characteristics of young black, white, and Hispanic male federal prison inmates",10.1177/002193479702700403
312,5926.pdf,1998-01-01,5926,5926.txt,"Registration, turnout, and the electoral representativeness of U S state electorates",10.1177/1532673X9802600301
313,5927.pdf,1999-01-01,5927,5927.txt,Presidential voting across the American states,10.1177/1532673X99027004001
314,5928.pdf,2001-01-01,5928,5928.txt,"Overworked Individuals or Overworked Families? Explaining Trends in Work, Leisure, and Family Time",10.1177/0730888401028001004
315,5929.pdf,1988-01-01,5929,5929.txt,Stability and Polarity: New Paths for Inquiry,10.1177/002234338802500104
316,5930.pdf,1990-01-01,5930,5930.txt,The Impact of Home Owndership on Whites' Racial Attitudes,10.1177/1532673X8001800206
317,5931.pdf,1998-01-01,5931,5931.txt,Alcohol Dependence in Adult Children of Alcoholics: Longitudinal Evidence of Early Risk,10.2190/BRRQ-W96E-UGJN-GA9R
318,5932.pdf,1994-01-01,5932,5932.txt,"Employment hardship and rural minorities: Theory, research, and policy",10.1007/BF02689983
319,5933.pdf,2003-01-01,5933,5933.txt,The Regional Dynamics of European Electoral Politics: Participation in National and European Contests in the 1990s,10.1177/1465116503004002001
320,5934.pdf,1996-01-01,5934,5934.txt,What Are Party Endorsements Worth? A Study of Preprimary Gubernatorial Endorsements,10.1177/1532673X9602400303
321,5935.pdf,2003-01-01,5935,5935.txt,The effects of black and Hispanic 12th graders living in intact families and being religious on their academic achievement,10.1177/0042085902238685
322,5936.pdf,1995-01-01,5936,5936.txt,An empirical test of the cultural capital hypothesis,10.1007/BF02689909
323,5937.pdf,2001-01-01,5937,5937.txt,Change in job values during the transition to adulthood,10.1177/0730888401028003004
324,5938.pdf,1996-01-01,5938,5938.txt,"Militarized interstate disputes, 1816-1992: Rationale, coding rules, and empirical patterns",10.1177/073889429601500203
325,5939.pdf,1996-01-01,5939,5939.txt,Dispositional influences on attributions concerning absenteeism,10.1177/014920639602200603
326,5940.pdf,2003-01-01,5940,5940.txt,Flexible firms and labor market segmentation: Effects of workplace restructuring on jobs and workers,10.1177/0730888403251683
327,5941.pdf,1999-01-01,5941,5941.txt,"Youth violence: Psychosocial risk factors, treatment, prevention, and recommendations",10.1177/106342669900700402
328,5942.pdf,1994-01-01,5942,5942.txt,Cognitive impairment and problem behaviors as risk factors for institutionalization,10.1177/073346489401300403
329,5943.pdf,2002-01-01,5943,5943.txt,Insurance product design and its effects: Trade-offs along the managed care continuum,10.5034/inquiryjrnl_39.2.101
330,5944.pdf,1992-01-01,5944,5944.txt,A Model of Nomination Preferences,10.1177/1532673X9202000301
331,5945.pdf,2002-01-01,5945,5945.txt,The relationship between marriage and psychological well-being: A longitudinal analysis,10.1177/019251302237296
332,5946.pdf,2002-01-01,5946,5946.txt,"Power parity, aliiance, dissatisfaction, and wars in East Asia, 1860-1993",10.1177/002200202236168
333,5947.pdf,1984-01-01,5947,5947.txt,The Politics of Homeownership,10.1177/1532673X8401200201
334,5948.pdf,1975-01-01,5948,5948.txt,"Candidates, parties and issues in the American electorate: Two decades of change",10.1177/1532673X7500300303
335,5949.pdf,2004-01-01,5949,5949.txt,Measures of gun ownership levels for macro-level crime and violence research,10.1177/0022427803256229
336,5950.pdf,1984-01-01,5950,5950.txt,The Dimensionality of Partisan and Ideological Affect: The Influence of Positivity,10.1177/1532673X8401200304
337,5951.pdf,1976-01-01,5951,5951.txt,"Foreign direct investment, industrialization, and social change",10.1177/002200277602000306
