pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
384.pdf,2009-01-01,384,384.txt,"Folate-vitamin B-12 interaction in relation to cognitive impairment, anemia, and biochemical indicators of vitamin B-12 deficiency",10.3945/ajcn.2008.26947C
385.pdf,2009-01-01,385,385.txt,"Comparisons of percentage body fat, body mass index, waist circumference, and waist-stature ratio in adults",10.3945/ajcn.2008.26847
386.pdf,2009-01-01,386,386.txt,Trends of elevated blood pressure among children and adolescents: Data from the National Health and Nutrition Examination Survey 1988-2006,10.1038/ajh.2008.312
388.pdf,2008-01-01,388,388.txt,Increased rates and severity of child and adult food insecurity in households with adult smokers,10.1001/archpediatrics.2008.2
389.pdf,2008-01-01,389,389.txt,"Trends in hypertension prevalence, awareness, treatment, and control rates in United States adults between 1988-1994 and 1999-2004",10.1161/HYPERTENSIONAHA.108.113357
390.pdf,2008-01-01,390,390.txt,Association of urinary bisphenol A concentration with medical disorders and laboratory abnormalities in adults,10.1001/jama.300.11.1303
391.pdf,2006-01-01,391,391.txt,Governance and management structures for community partnerships: Experiences from the Robert Wood Johnson Foundation's Community Partnerships for Older Adults Program,10.1093/geront/46.3.391
392.pdf,2008-01-01,392,392.txt,Aging in place or relocation: Perceived awareness of community-based long-term care and services,10.1080/02763890802458429
393.pdf,2008-01-01,393,393.txt,Better Jobs Better Care: A foundation initiative focusing on direct care workers,10.1093/geront/48.Supplement_1.14
394.pdf,2010-01-01,394,394.txt,HMO coverage reduces variations in the use of health care among patients under age sixty-five,10.1377/hlthaff.2009.0810
395.pdf,2003-01-01,395,395.txt,Testing the relationship between self-agency and enactment of health behaviors,10.1002/nur.10068
396.pdf,2009-01-01,396,396.txt,Barriers to the use of genetic testing: A study of racial and ethnic disparities,10.1097/GIM.0b013e3181ab22aa
397.pdf,2004-01-01,397,397.txt,Health-related social disengagement in elderly diabetic patients: Association with subsequent disability and survival,10.2337/diacare.27.7.1630
398.pdf,2010-01-01,398,398.txt,A study of the birth weight-obesity relation using a longitudinal cohort and sibling and twin pairs,10.1093/aje/kwq169
399.pdf,2008-01-01,399,399.txt,Effect of aging on A1C levels in individuals without diabetes: Evidence from the Framingham Offspring Study and the National Health and Nutrition Examination Survey 2001-2004,10.2337/dc08-0577
400.pdf,2009-01-01,400,400.txt,A cost-effectiveness analysis of folic acid fortification policy in the United States,10.1017/S1368980008002565
401.pdf,2011-01-01,401,401.txt,"The Relationship Between Visit-to-Visit Variability in Systolic Blood Pressure and All-Cause Mortality in the General Population: Findings From NHANES III, 1988 to 1994",10.1161/HYPERTENSIONAHA.110.162255
402.pdf,2010-01-01,402,402.txt,VKORC1 common variation and bone mineral density in the Third National Health and Nutrition Examination Survey,10.1371/journal.pone.0015088
403.pdf,2010-01-01,403,403.txt,An examination of the association of selected toxic metals with total and central obesity indices: NHANES 99-02,10.3390/ijerph7093332
404.pdf,2008-01-01,404,404.txt,Frequency of leisure-time physical activity and serum 25-hydroxyvitamin D levels in the US population: Results from the Third National Health and Nutrition Examination Survey,10.1093/aje/kwn163
405.pdf,2008-01-01,405,405.txt,"Over, under, or about right: Misperceptions of body weight among food stamp participants",10.1038/oby.2008.306
406.pdf,2008-01-01,406,406.txt,Mitigating case mix factors by choice of glycemic control performance measure threshold,10.2337/dc07-2010
407.pdf,2008-01-01,407,407.txt,Relationship between screen time and metabolic syndrome in adolescents,10.1093/pubmed/fdn022
408.pdf,2009-01-01,408,408.txt,Predictors of personal air concentrations of chloroform among US adults in NHANES 1999-2000,10.1038/jes.2008.7
409.pdf,2008-01-01,409,409.txt,Trends and cardiovascular mortality effects of state-level blood pressure and uncontrolled hypertension in the United States,10.1161/CIRCULATIONAHA.107.732131
410.pdf,2007-01-01,410,410.txt,Consistency between education reported in health survey and recorded in death certificate,10.1186/1471-2458-7-294
411.pdf,2007-01-01,411,411.txt,Does waist circumference predict diabetes and cardiovascular disease beyond commonly evaluated cardiometabolic risk factors?,10.2337/dc07-0945
412.pdf,2007-01-01,412,412.txt,Antioxidants and other novel cardiovascular risk factors in subjects with rheumatoid arthritis in a large population sample,10.1002/art.22912
413.pdf,2007-01-01,413,413.txt,Intake of added sugar and sugar-sweetened drink and serum uric acid concentration in US men and women,10.1161/HYPERTENSIONAHA.107.091041
414.pdf,2007-01-01,414,414.txt,Muscle-strengthening activity and its association with insulin sensitivity,10.2337/dc07-0372
415.pdf,2011-01-01,415,415.txt,A multigenerational view of inequality,10.1007/s13524-011-0014-7
416.pdf,2007-01-01,416,416.txt,Association between serum concentrations of persistent organic pollutants and insulin resistance among nondiabetic adults: Results from the National Health and Nutrition Examination Survey 1999-2002,10.2337/dc06-2190
417.pdf,2007-01-01,417,417.txt,"Metabolic syndrome in HIV-infected patients from an urban, midwestern US outpatient population",10.1086/511679
418.pdf,2007-01-01,418,418.txt,"Perchlorate exposure of the US Population, 2001-2002",10.1038/sj.jes.7500535
420.pdf,2006-01-01,420,420.txt,Evidence of nephropathy and peripheral neuropathy in US adults with undiagnosed diabetes,10.1370/afm.577
422.pdf,2006-01-01,422,422.txt,Prevalence and risk factors for urinary incontinence in women with type 2 diabetes and impaired fasting glucose: Findings from the National Health and Nutrition Examination Survey (NHANES) 2001-2002,10.2337/dc05-2463
423.pdf,2006-01-01,423,423.txt,Linking C-reactive protein to late-life disability in the National Health and Nutrition Examination Survey (NHANES) 1999-2002,10.1093/gerona/61.4.380
424.pdf,2006-01-01,424,424.txt,"Nasal carriage of Staphylococcus aureus and methicillin-resistant S aureus in the United States, 2001-2002",10.1370/afm.526
425.pdf,2005-01-01,425,425.txt,Risk factors and comorbidities in primary biliary cirrhosis: A controlled interview-based study of 1032 patients,10.1002/hep.20907
426.pdf,2005-01-01,426,426.txt,"Levels of homocysteine are inversely associated with cardiovascular fitness in women, but not in men: Data from the National Health and Nutrition Examination Survey 1999-2002",10.1111/j.1365-2796.2005.01546.x
427.pdf,2005-01-01,427,427.txt,Tobacco smoke exposure is associated with the metabolic syndrome in adolescents,10.1161/CIRCULATIONAHA.104.520650
428.pdf,2005-01-01,428,428.txt,Racial disparities in stroke risk factors: The impact of socioeconomic status,10.1161/01.STR.0000170991.63594.b6
429.pdf,2004-01-01,429,429.txt,Racial/ethnic differences in prehypertension in American adults: population and relative attributable risks of abdominal obesity,10.1038/sj.jhh.1001771
431.pdf,2004-01-01,431,431.txt,Prevalence of lower-extremity disease in the US adult population >=40 years of age with and without diabetes: 1999-2000 National Health and Nutrition Examination Survey,10.2337/diacare.27.7.1591
432.pdf,2004-01-01,432,432.txt,Glycemic control from 1988 to 2000 among U.S. adults diagnosed with type 2 diabetes: A preliminary report,10.2337/diacare.27.1.17
433.pdf,2003-01-01,433,433.txt,Racial differences in the effect of early milk consumption on peak and postmenopausal bone mineral density,10.1359/jbmr.2003.18.11.1978
434.pdf,2011-01-01,434,434.txt,Correlated genotypes in friendship networks,10.1073/pnas.1011687108
435.pdf,2011-01-01,435,435.txt,Deviant peer affiliation and antisocial behavior: Interaction with monoamine oxidase A (MAOA) genotype,10.1007/s10802-010-9474-2
436.pdf,2010-01-01,436,436.txt,The early socioeconomic effects of teenage childbearing: A propensity score matching approach,10.4054/DemRes.2010.23.25
438.pdf,2010-01-01,438,438.txt,The association between resilience and survival among Chinese elderly,10.4054/DemRes.2010.23.5
439.pdf,2010-01-01,439,439.txt,Resilience significantly contributes to exceptional longevity,10.1155/2010/525693
440.pdf,2011-01-01,440,440.txt,Monitoring of vitamin B-12 nutritional status in the United States by using plasma methylmalonic acid and serum vitamin B-12,10.3945/ajcn.111.015222
442.pdf,2011-01-01,442,442.txt,Growing Internet Use May Help Explain The Rise In Prescription Drug Abuse In The United States,10.1377/hlthaff.2011.0155
443.pdf,2011-01-01,443,443.txt,What role does socio-economic position play in the link between functional limitations and self-rated health: France vs. USA?,10.1093/eurpub/ckr056
444.pdf,2009-01-01,444,444.txt,"Evidence for shared genetic dominance between the general factor of personality, mental and physical health, and life history traits",10.1375/twin.12.6.555
445.pdf,2011-01-01,445,445.txt,Histories of social engagement and adult cognition: Midlife in the U.S. study,10.1093/geronb/gbq091
447.pdf,2011-01-01,447,447.txt,Prevalence and correlates of eating disorders in adolescents: Results from the National Comorbidity Survey Replication Adolescent Supplement,10.1001/archgenpsychiatry.2011.22
448.pdf,2008-01-01,448,448.txt,Do adolescents perceive police officers as credible instructors of substance abuse prevention programs?,10.1093/her/cym036
450.pdf,2011-01-01,450,450.txt,Measuring personality in Wave I of the National Longitudinal Study of Adolescent Health,10.3389/fpsyg.2011.00158
451.pdf,2011-01-01,451,451.txt,"Dietary supplement use in the United States, 2003-2006",10.3945/jn.110.133025
452.pdf,2011-01-01,452,452.txt,"Food acculturation drives dietary differences among Mexicans, Mexican Americans, and Non-Hispanic Whites",10.3945/jn.111.141473
453.pdf,2011-01-01,453,453.txt,"Relationships of cotinine and self-reported cigarette smoking with hemoglobin A1c in the U.S.: Results from the National Health and Nutrition Examination Survey, 1999-2008",10.2337/dc11-0710
454.pdf,2011-01-01,454,454.txt,Does perception equal reality? Weight misperception in relation to weight-related attitudes and behaviors among overweight and obese US adults,10.1186/1479-5868-8-20
455.pdf,2011-01-01,455,455.txt,Reference ranges for bone mineral density and prevalence of osteoporosis in Vietnamese men and women,10.1186/1471-2474-12-182
456.pdf,2011-01-01,456,456.txt,"Estimated GFR, albuminuria, and complications of chronic kidney disease",10.1681/ASN.2010111181
457.pdf,2011-01-01,457,457.txt,IRon Overload screeNing tool (IRON): development of a tool to guide screening in primary care,10.1002/ajh.22082
458.pdf,2011-01-01,458,458.txt,Diet quality is positively associated with 100% fruit juice consumption in children and adults in the United States: NHANES 2003-2006,10.1186/1475-2891-10-17
459.pdf,2011-01-01,459,459.txt,"Seropositivity to cytomegalovirus, inflammation, all-cause and cardiovascular disease-related mortality in the United States",10.1371/journal.pone.0016103
460.pdf,2011-01-01,460,460.txt,Progressive static pulmonary hyperinflation in survivors of severe bronchopulmonary dysplasia by mid-adulthood,10.1136/thoraxjnl-2011-200695
461.pdf,2011-01-01,461,461.txt,Determinants of anti-hepatitis A antibody seroprevalence in 2- to 19-year-olds in the USA using NHANES 2007-2008,10.1017/S0950268811000732
462.pdf,2011-01-01,462,462.txt,Against professional advice: Treatment attrition among pregnant methamphetamine users,10.2147/SAR.S25083
463.pdf,2012-01-01,463,463.txt,Osteoporosis and vertebral fractures in men aged 60-74 years,10.1093/ageing/afr170
465.pdf,2010-01-01,465,465.txt,The effects of positive and negative support from children on widowed older adults' psychological adjustment: A longitudinal analysis,10.1093/geront/gnp163
467.pdf,2004-01-01,467,467.txt,The transition to widowhood and the social regulation of health: Consequences for health and health risk behavior,10.1093/geronb/59.6.S343
468.pdf,2010-01-01,468,468.txt,Replication of an association of variation in the FOXO3A gene with human longevity using both case--control and longitudinal data,10.1111/j.1474-9726.2010.00627.x
469.pdf,2011-01-01,469,469.txt,Skewed X inactivation and survival: A 13-year follow-up study of elderly twins and singletons,10.1038/ejhg.2011.215
470.pdf,2008-01-01,470,470.txt,Cohort changes in cognitive function among Danish centenarians,10.1159/000149819
471.pdf,2010-01-01,471,471.txt,What is learned from longitudinal studies of advertising and youth drinking and smoking? A critical assessment,10.3390/ijerph7030870
472.pdf,2010-01-01,472,472.txt,Patterns of dual use of cigarettes and smokeless tobacco among US males: Findings from national surveys,10.1136/tc.2009.031070
473.pdf,2009-01-01,473,473.txt,Motives for nonmedical use of prescription opioids among high school seniors in the United States: Self-treatment and beyond,10.1001/archpediatrics.2009.120
474.pdf,2012-01-01,474,474.txt,Associations between organochlorine pesticides and vitamin D deficiency in the U.S. population,10.1371/journal.pone.0030093
475.pdf,2009-01-01,475,475.txt,Neighborhood context and cognitive decline in older Mexican Americans: Results from the Hispanic Established Populations for Epidemiologic Studies of the Elderly,10.1093/aje/kwp005
476.pdf,2012-01-01,476,476.txt,Global cardiovascular risk associated with hypertension and extent of treatment and control according to risk group,10.1038/ajh.2012.2
477.pdf,2012-01-01,477,477.txt,The impact of insulin resistance and inflammation on the association between sarcopenic obesity and physical functioning,10.1038/oby.2012.20
